1	56	275.467	70	0.633	92.54	303.978	131332.205	41.667	4.167
1	111	274.317	70	0.623	77.105	299.74	131167.639	41.667	4.167
1	167	269.392	70	0.739	66.517	279.424	131800.06	41.667	4.167
1	223	266.471	70	0.772	68.574	267.457	132173.924	41.667	4.167
1	279	266.629	70	0.792	80.336	267.29	132131.607	41.667	4.167
1	334	268.87	70	0.763	95.805	275.411	131956.179	41.667	4.167
1	390	271.91	70	0.614	108.392	287.355	131572.789	41.667	4.167
1	446	274.383	70	0.595	109.421	298.166	131274.632	41.667	4.167
1	501	270.655	70	0.686	101.835	283.517	131858.926	41.667	4.167
1	557	269.827	70	0.738	102.678	279.891	132120.615	41.667	4.167
1	613	272.017	70	0.69	104.607	288.748	131952.654	41.667	4.167
1	669	274.265	70	0.704	101.465	298.357	131680.96	41.667	4.167
2	725	274.91	70	0.647	92.534	301.645	131402.76	41.667	4.167
2	780	274.269	70	0.621	77.102	299.526	131203.019	41.667	4.167
2	836	269.401	70	0.75	66.515	279.481	131812.948	41.667	4.167
2	892	266.547	70	0.8	68.575	267.72	132154.934	41.667	4.167
2	948	266.604	70	0.774	80.332	267.21	132156.5	41.667	4.167
2	1003	268.9	70	0.731	95.803	275.558	131953.763	41.667	4.167
2	1059	272.018	70	0.593	108.39	287.848	131586.896	41.667	4.167
2	1115	274.436	70	0.599	109.42	298.402	131273.446	41.667	4.167
2	1170	270.726	70	0.684	101.834	283.804	131860.558	41.667	4.167
2	1226	270.108	70	0.737	102.677	281.004	132103.416	41.667	4.167
2	1282	271.99	70	0.717	104.607	288.706	131954.384	41.667	4.167
2	1338	273.772	70	0.714	101.463	296.317	131725.184	41.667	4.167
3	1393	275.398	70	0.636	92.536	303.728	131359.394	41.667	4.167
3	1448	274.416	70	0.624	77.103	300.167	131181.753	41.667	4.167
3	1504	269.549	70	0.745	66.514	280.051	131795.19	41.667	4.167
3	1560	266.588	70	0.755	68.575	267.945	132168.094	41.667	4.167
3	1616	266.638	70	0.81	80.333	267.32	132159.535	41.667	4.167
3	1671	268.815	70	0.755	95.804	275.183	131961.314	41.667	4.167
3	1727	271.92	70	0.593	108.392	287.41	131585.851	41.667	4.167
3	1783	274.437	70	0.592	109.42	298.401	131277.116	41.667	4.167
3	1838	270.725	70	0.681	101.835	283.798	131857.935	41.667	4.167
3	1894	269.952	70	0.703	102.676	280.384	132112.377	41.667	4.167
3	1950	272.153	70	0.727	104.608	289.341	131935.646	41.667	4.167
3	2006	274.327	70	0.723	101.467	298.568	131655.853	41.667	4.167
4	2062	275.21	70	0.635	92.538	302.889	131373.565	41.667	4.167
4	2117	274.55	70	0.622	77.106	300.755	131132.543	41.667	4.167
4	2173	269.658	70	0.737	66.517	280.525	131760.661	41.667	4.167
4	2229	266.473	70	0.773	68.574	267.473	132162.61	41.667	4.167
4	2285	266.764	70	0.786	80.332	267.828	132145.089	41.667	4.167
4	2340	268.763	70	0.736	95.803	275.03	131972.573	41.667	4.167
4	2396	272.012	70	0.594	108.392	287.812	131567.55	41.667	4.167
4	2452	274.455	70	0.595	109.419	298.483	131281.571	41.667	4.167
4	2507	270.729	70	0.677	101.837	283.791	131853.77	41.667	4.167
4	2563	269.929	70	0.739	102.674	280.305	132120.706	41.667	4.167
4	2619	272.111	70	0.716	104.609	289.181	131925.805	41.667	4.167
4	2675	273.5	70	0.728	101.458	295.142	131792.168	41.667	4.167
5	2730	275.417	70	0.64	92.538	303.804	131337.099	41.667	4.167
5	2785	274.284	70	0.635	77.102	299.567	131200.236	41.667	4.167
5	2841	269.718	70	0.751	66.517	280.762	131742.34	41.667	4.167
5	2897	266.823	70	0.764	68.575	268.865	132115.769	41.667	4.167
5	2953	266.665	70	0.825	80.333	267.469	132142.082	41.667	4.167
5	3008	268.891	70	0.759	95.802	275.506	131965.776	41.667	4.167
5	3064	271.935	70	0.605	108.392	287.463	131577.73	41.667	4.167
5	3120	274.455	70	0.586	109.418	298.465	131287.665	41.667	4.167
5	3175	270.955	70	0.677	101.835	284.764	131829.508	41.667	4.167
5	3231	270.2	70	0.717	102.675	281.35	132105.744	41.667	4.167
5	3287	272.235	70	0.727	104.606	289.617	131951.243	41.667	4.167
5	3343	274.159	70	0.705	101.462	297.897	131707.883	41.667	4.167
6	3399	275.467	70	0.633	92.54	303.978	131332.205	41.667	4.167
6	3454	274.317	70	0.623	77.105	299.74	131167.639	41.667	4.167
6	3510	269.392	70	0.739	66.517	279.424	131800.06	41.667	4.167
6	3566	266.471	70	0.772	68.574	267.457	132173.924	41.667	4.167
6	3622	266.629	70	0.792	80.336	267.29	132131.607	41.667	4.167
6	3677	268.87	70	0.763	95.805	275.411	131956.179	41.667	4.167
6	3733	271.91	70	0.614	108.392	287.355	131572.789	41.667	4.167
6	3789	274.383	70	0.595	109.421	298.166	131274.632	41.667	4.167
6	3844	270.655	70	0.686	101.835	283.517	131858.926	41.667	4.167
6	3900	269.827	70	0.738	102.678	279.891	132120.615	41.667	4.167
6	3956	272.017	70	0.69	104.607	288.748	131952.654	41.667	4.167
6	4012	274.265	70	0.704	101.465	298.357	131680.96	41.667	4.167
7	4068	274.91	70	0.647	92.534	301.645	131402.76	41.667	4.167
7	4123	274.269	70	0.621	77.102	299.526	131203.019	41.667	4.167
7	4179	269.401	70	0.75	66.515	279.481	131812.948	41.667	4.167
7	4235	266.547	70	0.8	68.575	267.72	132154.934	41.667	4.167
7	4291	266.604	70	0.774	80.332	267.21	132156.5	41.667	4.167
7	4346	268.9	70	0.731	95.803	275.558	131953.763	41.667	4.167
7	4402	272.018	70	0.593	108.39	287.848	131586.896	41.667	4.167
7	4458	274.436	70	0.599	109.42	298.402	131273.446	41.667	4.167
7	4513	270.726	70	0.684	101.834	283.804	131860.558	41.667	4.167
7	4569	270.108	70	0.737	102.677	281.004	132103.416	41.667	4.167
7	4625	271.99	70	0.717	104.607	288.706	131954.384	41.667	4.167
7	4681	273.772	70	0.714	101.463	296.317	131725.184	41.667	4.167
8	4736	275.398	70	0.636	92.536	303.728	131359.394	41.667	4.167
8	4791	274.416	70	0.624	77.103	300.167	131181.753	41.667	4.167
8	4847	269.549	70	0.745	66.514	280.051	131795.19	41.667	4.167
8	4903	266.588	70	0.755	68.575	267.945	132168.094	41.667	4.167
8	4959	266.638	70	0.81	80.333	267.32	132159.535	41.667	4.167
8	5014	268.815	70	0.755	95.804	275.183	131961.314	41.667	4.167
8	5070	271.92	70	0.593	108.392	287.41	131585.851	41.667	4.167
8	5126	274.437	70	0.592	109.42	298.401	131277.116	41.667	4.167
8	5181	270.725	70	0.681	101.835	283.798	131857.935	41.667	4.167
8	5237	269.952	70	0.703	102.676	280.384	132112.377	41.667	4.167
8	5293	272.153	70	0.727	104.608	289.341	131935.646	41.667	4.167
8	5349	274.327	70	0.723	101.467	298.568	131655.853	41.667	4.167
9	5405	275.21	70	0.635	92.538	302.889	131373.565	41.667	4.167
9	5460	274.55	70	0.622	77.106	300.755	131132.543	41.667	4.167
9	5516	269.658	70	0.737	66.517	280.525	131760.661	41.667	4.167
9	5572	266.473	70	0.773	68.574	267.473	132162.61	41.667	4.167
9	5628	266.764	70	0.786	80.332	267.828	132145.089	41.667	4.167
9	5683	268.763	70	0.736	95.803	275.03	131972.573	41.667	4.167
9	5739	272.012	70	0.594	108.392	287.812	131567.55	41.667	4.167
9	5795	274.455	70	0.595	109.419	298.483	131281.571	41.667	4.167
9	5850	270.729	70	0.677	101.837	283.791	131853.77	41.667	4.167
9	5906	269.929	70	0.739	102.674	280.305	132120.706	41.667	4.167
9	5962	272.111	70	0.716	104.609	289.181	131925.805	41.667	4.167
9	6018	273.5	70	0.728	101.458	295.142	131792.168	41.667	4.167
10	6073	275.417	70	0.64	92.538	303.804	131337.099	41.667	4.167
10	6128	274.284	70	0.635	77.102	299.567	131200.236	41.667	4.167
10	6184	269.718	70	0.751	66.517	280.762	131742.34	41.667	4.167
10	6240	266.823	70	0.764	68.575	268.865	132115.769	41.667	4.167
10	6296	266.665	70	0.825	80.333	267.469	132142.082	41.667	4.167
10	6351	268.891	70	0.759	95.802	275.506	131965.776	41.667	4.167
10	6407	271.935	70	0.605	108.392	287.463	131577.73	41.667	4.167
10	6463	274.455	70	0.586	109.418	298.465	131287.665	41.667	4.167
10	6518	270.955	70	0.677	101.835	284.764	131829.508	41.667	4.167
10	6574	270.2	70	0.717	102.675	281.35	132105.744	41.667	4.167
10	6630	272.235	70	0.727	104.606	289.617	131951.243	41.667	4.167
10	6686	274.159	70	0.705	101.462	297.897	131707.883	41.667	4.167
11	6742	275.467	70	0.633	92.54	303.978	131332.205	41.667	4.167
11	6797	274.317	70	0.623	77.105	299.74	131167.639	41.667	4.167
11	6853	269.392	70	0.739	66.517	279.424	131800.06	41.667	4.167
11	6909	266.471	70	0.772	68.574	267.457	132173.924	41.667	4.167
11	6965	266.629	70	0.792	80.336	267.29	132131.607	41.667	4.167
11	7020	268.87	70	0.763	95.805	275.411	131956.179	41.667	4.167
11	7076	271.91	70	0.614	108.392	287.355	131572.789	41.667	4.167
11	7132	274.383	70	0.595	109.421	298.166	131274.632	41.667	4.167
11	7187	270.655	70	0.686	101.835	283.517	131858.926	41.667	4.167
11	7243	269.827	70	0.738	102.678	279.891	132120.615	41.667	4.167
11	7299	272.017	70	0.69	104.607	288.748	131952.654	41.667	4.167
11	7355	274.265	70	0.704	101.465	298.357	131680.96	41.667	4.167
12	7411	274.91	70	0.647	92.534	301.645	131402.76	41.667	4.167
12	7466	274.269	70	0.621	77.102	299.526	131203.019	41.667	4.167
12	7522	269.401	70	0.75	66.515	279.481	131812.948	41.667	4.167
12	7578	266.547	70	0.8	68.575	267.72	132154.934	41.667	4.167
12	7634	266.604	70	0.774	80.332	267.21	132156.5	41.667	4.167
12	7689	268.9	70	0.731	95.803	275.558	131953.763	41.667	4.167
12	7745	272.018	70	0.593	108.39	287.848	131586.896	41.667	4.167
12	7801	274.436	70	0.599	109.42	298.402	131273.446	41.667	4.167
12	7856	270.726	70	0.684	101.834	283.804	131860.558	41.667	4.167
12	7912	270.108	70	0.737	102.677	281.004	132103.416	41.667	4.167
12	7968	271.99	70	0.717	104.607	288.706	131954.384	41.667	4.167
12	8024	273.772	70	0.714	101.463	296.317	131725.184	41.667	4.167
13	8079	275.398	70	0.636	92.536	303.728	131359.394	41.667	4.167
13	8134	274.416	70	0.624	77.103	300.167	131181.753	41.667	4.167
13	8190	269.549	70	0.745	66.514	280.051	131795.19	41.667	4.167
13	8246	266.588	70	0.755	68.575	267.945	132168.094	41.667	4.167
13	8302	266.638	70	0.81	80.333	267.32	132159.535	41.667	4.167
13	8357	268.815	70	0.755	95.804	275.183	131961.314	41.667	4.167
13	8413	271.92	70	0.593	108.392	287.41	131585.851	41.667	4.167
13	8469	274.437	70	0.592	109.42	298.401	131277.116	41.667	4.167
13	8524	270.725	70	0.681	101.835	283.798	131857.935	41.667	4.167
13	8580	269.952	70	0.703	102.676	280.384	132112.377	41.667	4.167
13	8636	272.153	70	0.727	104.608	289.341	131935.646	41.667	4.167
13	8692	274.327	70	0.723	101.467	298.568	131655.853	41.667	4.167
14	8748	275.21	70	0.635	92.538	302.889	131373.565	41.667	4.167
14	8803	274.55	70	0.622	77.106	300.755	131132.543	41.667	4.167
14	8859	269.658	70	0.737	66.517	280.525	131760.661	41.667	4.167
14	8915	266.473	70	0.773	68.574	267.473	132162.61	41.667	4.167
14	8971	266.764	70	0.786	80.332	267.828	132145.089	41.667	4.167
14	9026	268.763	70	0.736	95.803	275.03	131972.573	41.667	4.167
14	9082	272.012	70	0.594	108.392	287.812	131567.55	41.667	4.167
14	9138	274.455	70	0.595	109.419	298.483	131281.571	41.667	4.167
14	9193	270.729	70	0.677	101.837	283.791	131853.77	41.667	4.167
14	9249	269.929	70	0.739	102.674	280.305	132120.706	41.667	4.167
14	9305	272.111	70	0.716	104.609	289.181	131925.805	41.667	4.167
14	9361	273.5	70	0.728	101.458	295.142	131792.168	41.667	4.167
15	9416	275.417	70	0.64	92.538	303.804	131337.099	41.667	4.167
15	9471	274.284	70	0.635	77.102	299.567	131200.236	41.667	4.167
15	9527	269.718	70	0.751	66.517	280.762	131742.34	41.667	4.167
15	9583	266.823	70	0.764	68.575	268.865	132115.769	41.667	4.167
15	9639	266.665	70	0.825	80.333	267.469	132142.082	41.667	4.167
15	9694	268.891	70	0.759	95.802	275.506	131965.776	41.667	4.167
15	9750	271.935	70	0.605	108.392	287.463	131577.73	41.667	4.167
15	9806	274.455	70	0.586	109.418	298.465	131287.665	41.667	4.167
15	9861	270.955	70	0.677	101.835	284.764	131829.508	41.667	4.167
15	9917	270.2	70	0.717	102.675	281.35	132105.744	41.667	4.167
15	9973	272.235	70	0.727	104.606	289.617	131951.243	41.667	4.167
15	10029	274.159	70	0.705	101.462	297.897	131707.883	41.667	4.167
16	10085	275.467	70	0.633	92.54	303.978	131332.205	41.667	4.167
16	10140	274.317	70	0.623	77.105	299.74	131167.639	41.667	4.167
16	10196	269.392	70	0.739	66.517	279.424	131800.06	41.667	4.167
16	10252	266.471	70	0.772	68.574	267.457	132173.924	41.667	4.167
16	10308	266.629	70	0.792	80.336	267.29	132131.607	41.667	4.167
16	10363	268.87	70	0.763	95.805	275.411	131956.179	41.667	4.167
16	10419	271.91	70	0.614	108.392	287.355	131572.789	41.667	4.167
16	10475	274.383	70	0.595	109.421	298.166	131274.632	41.667	4.167
16	10530	270.655	70	0.686	101.835	283.517	131858.926	41.667	4.167
16	10586	269.827	70	0.738	102.678	279.891	132120.615	41.667	4.167
16	10642	272.017	70	0.69	104.607	288.748	131952.654	41.667	4.167
16	10698	274.265	70	0.704	101.465	298.357	131680.96	41.667	4.167
17	10754	274.91	70	0.647	92.534	301.645	131402.76	41.667	4.167
17	10809	274.269	70	0.621	77.102	299.526	131203.019	41.667	4.167
17	10865	269.401	70	0.75	66.515	279.481	131812.948	41.667	4.167
17	10921	266.547	70	0.8	68.575	267.72	132154.934	41.667	4.167
17	10977	266.604	70	0.774	80.332	267.21	132156.5	41.667	4.167
17	11032	268.9	70	0.731	95.803	275.558	131953.763	41.667	4.167
17	11088	272.018	70	0.593	108.39	287.848	131586.896	41.667	4.167
17	11144	274.436	70	0.599	109.42	298.402	131273.446	41.667	4.167
17	11199	270.726	70	0.684	101.834	283.804	131860.558	41.667	4.167
17	11255	270.108	70	0.737	102.677	281.004	132103.416	41.667	4.167
17	11311	271.99	70	0.717	104.607	288.706	131954.384	41.667	4.167
17	11367	273.772	70	0.714	101.463	296.317	131725.184	41.667	4.167
18	11422	275.398	70	0.636	92.536	303.728	131359.394	41.667	4.167
